,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance
19119,39.0,2889.0,517.0,1351.0,489.0,4.3056,251300.0,<1H OCEAN,253.8596568671447
19120,52.0,1621.0,393.0,635.0,349.0,2.5202,244000.0,<1H OCEAN,254.14708883979594
19121,40.0,1974.0,410.0,1039.0,398.0,3.7917,151600.0,<1H OCEAN,254.14708883979594
19122,23.0,4030.0,,1852.0,778.0,3.402,193300.0,<1H OCEAN,255.41407724918935
19123,24.0,1948.0,310.0,922.0,313.0,4.95,243600.0,<1H OCEAN,254.93606637994495
19124,49.0,3273.0,579.0,1431.0,539.0,4.275,227600.0,<1H OCEAN,254.93606637994495
19125,31.0,2554.0,515.0,1507.0,533.0,3.8,162600.0,<1H OCEAN,254.62668856469497
19126,32.0,2344.0,434.0,1066.0,384.0,4.0313,285000.0,<1H OCEAN,259.5247337624307
19127,32.0,1333.0,235.0,660.0,206.0,4.0729,288500.0,<1H OCEAN,256.99063928190196
19128,29.0,1315.0,240.0,650.0,228.0,3.8269,306000.0,<1H OCEAN,257.77980169736657
19129,29.0,2644.0,464.0,1372.0,450.0,5.0544,261800.0,<1H OCEAN,256.51578137056026
19130,32.0,3201.0,542.0,1869.0,519.0,3.2442,268000.0,<1H OCEAN,266.78446318333664
19131,35.0,3941.0,645.0,1668.0,620.0,4.385,317700.0,<1H OCEAN,262.20369445390685
19132,47.0,2090.0,387.0,1053.0,377.0,3.5673,310300.0,<1H OCEAN,258.4234102840216
19133,16.0,3049.0,609.0,1675.0,618.0,2.4117,162500.0,<1H OCEAN,265.82401833476524
19134,26.0,1644.0,294.0,801.0,291.0,4.3906,248000.0,<1H OCEAN,263.8259232699541
19135,28.0,1915.0,419.0,930.0,342.0,3.7875,292700.0,<1H OCEAN,259.92143296969414
19136,30.0,3919.0,743.0,1693.0,693.0,3.3827,292100.0,<1H OCEAN,260.98647988255715
19137,44.0,743.0,155.0,434.0,162.0,2.5819,209600.0,<1H OCEAN,266.0969469338221
19138,16.0,3741.0,698.0,1938.0,658.0,4.6324,183600.0,<1H OCEAN,261.9800341002489
19139,13.0,4011.0,936.0,2064.0,914.0,3.6953,157600.0,<1H OCEAN,264.0385396601518
19140,14.0,3155.0,580.0,1208.0,501.0,4.1964,258100.0,<1H OCEAN,262.2622692993141
19141,16.0,1244.0,242.0,696.0,236.0,3.6369,158700.0,<1H OCEAN,263.26018508547827
19142,15.0,2536.0,414.0,1400.0,426.0,5.6613,172400.0,<1H OCEAN,261.9800341002489
19143,23.0,2846.0,516.0,1526.0,492.0,3.733,163500.0,<1H OCEAN,262.9886325609908
19144,26.0,1887.0,381.0,1060.0,364.0,3.0078,160400.0,<1H OCEAN,263.26018508547827
19145,22.0,1249.0,335.0,699.0,308.0,2.6033,121600.0,<1H OCEAN,264.5415192836656
19146,26.0,1584.0,295.0,846.0,295.0,3.375,156300.0,<1H OCEAN,263.26018508547827
19147,12.0,1550.0,187.0,685.0,188.0,7.226,255300.0,<1H OCEAN,263.49851949708113
19148,15.0,3091.0,697.0,1602.0,682.0,4.0071,135500.0,<1H OCEAN,262.9886325609908
19149,11.0,2242.0,699.0,1203.0,642.0,2.3464,104200.0,<1H OCEAN,265.04820723394505
19150,14.0,2313.0,,954.0,397.0,3.7813,146500.0,<1H OCEAN,264.2730390603537
19151,14.0,1555.0,369.0,493.0,335.0,1.6033,67500.0,<1H OCEAN,264.2730390603537
19152,19.0,2987.0,676.0,1782.0,688.0,2.8261,154500.0,<1H OCEAN,263.76475549532523
19153,23.0,2744.0,588.0,1493.0,557.0,3.1781,162000.0,<1H OCEAN,264.5415192836656
19154,8.0,6322.0,1001.0,2969.0,1043.0,4.8233,214000.0,<1H OCEAN,264.52936107624544
19155,16.0,2355.0,345.0,1014.0,348.0,5.6018,253000.0,<1H OCEAN,266.0726232175113
19156,16.0,1689.0,254.0,921.0,270.0,4.4444,191800.0,<1H OCEAN,263.49851949708113
19157,6.0,5496.0,1374.0,2502.0,1189.0,2.4827,177500.0,<1H OCEAN,264.0121028453935
19158,16.0,1328.0,187.0,607.0,197.0,5.0366,257800.0,<1H OCEAN,264.2730390603537
19159,11.0,5817.0,878.0,2538.0,876.0,4.221,227100.0,<1H OCEAN,264.78501439717803
19160,15.0,2153.0,345.0,979.0,335.0,5.1966,325400.0,<1H OCEAN,258.3456765034426
19161,8.0,7520.0,1336.0,3833.0,1287.0,4.3278,184100.0,<1H OCEAN,263.2398534192923
19162,12.0,3876.0,782.0,2146.0,764.0,4.0844,165400.0,<1H OCEAN,262.9886325609908
19163,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,220300.0,<1H OCEAN,260.92894244252733
19164,16.0,1683.0,341.0,880.0,327.0,3.2857,160200.0,<1H OCEAN,262.9886325609908
19165,32.0,2826.0,627.0,1767.0,628.0,3.1047,141400.0,<1H OCEAN,265.3372266524044
19166,28.0,1585.0,412.0,1362.0,424.0,1.6685,114100.0,<1H OCEAN,268.47041804033154
19167,23.0,1569.0,414.0,1031.0,368.0,1.6267,129200.0,<1H OCEAN,268.6970744907888
19168,17.0,1690.0,464.0,833.0,445.0,1.439,140600.0,<1H OCEAN,267.63652933116475
19169,16.0,4922.0,1211.0,2557.0,1088.0,2.0915,168100.0,<1H OCEAN,266.34287737646986
19170,10.0,9772.0,1308.0,3741.0,1242.0,6.5261,324700.0,<1H OCEAN,260.757658617785
19171,17.0,5815.0,898.0,2614.0,887.0,4.3657,215900.0,<1H OCEAN,265.9759267603397
19172,29.0,2551.0,448.0,1165.0,456.0,4.3587,196400.0,<1H OCEAN,266.7336380503241
19173,18.0,2723.0,529.0,1150.0,520.0,3.5885,191900.0,<1H OCEAN,266.9480565279638
19174,21.0,1059.0,150.0,400.0,154.0,6.8586,343100.0,<1H OCEAN,263.0442143526636
19175,15.0,1848.0,280.0,786.0,282.0,5.7204,344100.0,<1H OCEAN,261.45092277238405
19176,17.0,1804.0,304.0,750.0,298.0,4.5588,196400.0,<1H OCEAN,266.1879552055671
19177,17.0,2007.0,400.0,895.0,403.0,3.2813,202700.0,<1H OCEAN,266.1879552055671
19178,14.0,5315.0,1037.0,2228.0,950.0,4.023,208400.0,<1H OCEAN,264.88477153796345
19179,29.0,488.0,63.0,161.0,62.0,6.0774,334400.0,<1H OCEAN,266.9480565279638
19180,15.0,2936.0,517.0,1182.0,501.0,3.3981,246900.0,<1H OCEAN,261.0739074075445
19181,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,259800.0,<1H OCEAN,261.0906349139503
19182,10.0,3597.0,661.0,1132.0,639.0,3.9375,269200.0,<1H OCEAN,259.3805647959137
19183,14.0,1665.0,390.0,505.0,348.0,3.183,201200.0,<1H OCEAN,260.69307838719186
19184,20.0,2791.0,546.0,785.0,512.0,3.4561,216700.0,<1H OCEAN,260.1338837013344
19185,20.0,1151.0,211.0,478.0,183.0,5.93,384600.0,<1H OCEAN,256.75823303519843
19186,14.0,2364.0,631.0,1300.0,625.0,2.6023,221100.0,<1H OCEAN,267.08113400795975
19187,26.0,2081.0,339.0,906.0,323.0,4.4375,293500.0,<1H OCEAN,266.52678475444884
19188,24.0,2622.0,525.0,1027.0,510.0,2.9222,242600.0,<1H OCEAN,267.2828307358052
19189,32.0,3771.0,741.0,1786.0,721.0,3.2415,172200.0,<1H OCEAN,266.7336380503241
19190,29.0,2796.0,588.0,1346.0,562.0,2.9107,169700.0,<1H OCEAN,267.49208477016947
19191,47.0,904.0,154.0,310.0,144.0,3.9766,190600.0,<1H OCEAN,269.5554012331475
19192,36.0,1686.0,303.0,744.0,304.0,4.0139,163100.0,<1H OCEAN,268.03961965445825
19193,40.0,1449.0,281.0,636.0,295.0,2.7222,161200.0,<1H OCEAN,268.2512606732585
19194,35.0,1356.0,241.0,620.0,216.0,3.5521,168300.0,<1H OCEAN,268.2512606732585
19195,36.0,1311.0,259.0,648.0,268.0,3.4545,161200.0,<1H OCEAN,267.49208477016947
19196,45.0,883.0,202.0,401.0,194.0,3.2845,178300.0,<1H OCEAN,269.0111595773777
19197,36.0,1943.0,337.0,711.0,318.0,3.9191,183000.0,<1H OCEAN,268.79714522666893
19198,31.0,1808.0,315.0,691.0,280.0,3.8583,193200.0,<1H OCEAN,268.2512606732585
19199,42.0,709.0,182.0,547.0,172.0,2.1912,165000.0,<1H OCEAN,269.0111595773777
19200,35.0,1304.0,343.0,822.0,304.0,3.2935,157800.0,<1H OCEAN,269.0111595773777
19201,52.0,1439.0,325.0,738.0,316.0,2.2262,129900.0,<1H OCEAN,269.2326660057295
19202,38.0,1689.0,526.0,1071.0,529.0,1.5026,124000.0,<1H OCEAN,269.2326660057295
19203,52.0,1059.0,281.0,627.0,273.0,1.5357,137500.0,<1H OCEAN,270.5331019784749
19204,52.0,988.0,283.0,475.0,242.0,1.3684,258300.0,<1H OCEAN,269.771775364245
19205,27.0,966.0,251.0,462.0,230.0,1.7,350000.0,<1H OCEAN,269.771775364245
19206,29.0,1706.0,415.0,990.0,394.0,1.9932,164800.0,<1H OCEAN,272.16643285264627
19207,35.0,1445.0,309.0,795.0,308.0,2.9073,157000.0,<1H OCEAN,271.61853056154126
19208,41.0,1743.0,373.0,780.0,357.0,3.1467,175500.0,<1H OCEAN,271.0740799901634
19209,42.0,1574.0,376.0,844.0,369.0,2.314,169400.0,<1H OCEAN,270.86046345339105
19210,41.0,1974.0,482.0,965.0,458.0,2.905,159300.0,<1H OCEAN,270.86046345339105
19211,36.0,2175.0,516.0,1087.0,477.0,3.0444,167200.0,<1H OCEAN,270.86046345339105
19212,39.0,2739.0,573.0,1223.0,569.0,2.9663,185400.0,<1H OCEAN,270.31438151845254
19213,48.0,3118.0,561.0,1275.0,530.0,3.455,222100.0,<1H OCEAN,270.31438151845254
19214,26.0,2011.0,557.0,855.0,530.0,1.125,233300.0,<1H OCEAN,269.5554012331475
19215,52.0,2259.0,537.0,957.0,520.0,2.1827,188800.0,<1H OCEAN,270.31438151845254
19216,15.0,1575.0,262.0,716.0,259.0,5.3409,244600.0,<1H OCEAN,269.70304990725776
19217,16.0,3452.0,791.0,1567.0,731.0,2.4722,194300.0,<1H OCEAN,268.391659307936
19218,17.0,3201.0,527.0,1244.0,495.0,4.7143,202900.0,<1H OCEAN,268.59063973556493
19219,19.0,1848.0,428.0,1130.0,433.0,3.0568,190300.0,<1H OCEAN,268.391659307936
19220,15.0,1811.0,406.0,718.0,403.0,2.3929,141300.0,<1H OCEAN,268.59063973556493
19221,23.0,3220.0,603.0,1299.0,591.0,3.9261,213300.0,<1H OCEAN,270.86046345339105
19222,29.0,2891.0,459.0,1012.0,441.0,5.0415,240200.0,<1H OCEAN,270.103121850085
19223,32.0,2970.0,504.0,1117.0,512.0,5.0,275900.0,<1H OCEAN,269.3465118802637
19224,39.0,2015.0,335.0,640.0,315.0,4.1734,240500.0,<1H OCEAN,269.5554012331475
19225,23.0,2296.0,356.0,902.0,334.0,6.0298,289100.0,<1H OCEAN,272.7177660595192
19226,19.0,4976.0,711.0,1926.0,625.0,7.3003,381300.0,<1H OCEAN,268.59063973556493
19227,15.0,5645.0,830.0,2324.0,769.0,6.6104,330900.0,<1H OCEAN,273.0791299739881
19228,16.0,2697.0,490.0,1462.0,515.0,4.2051,190300.0,<1H OCEAN,268.200219562878
19229,16.0,2724.0,593.0,1124.0,586.0,2.825,186200.0,<1H OCEAN,268.200219562878
19230,23.0,2246.0,437.0,1035.0,386.0,3.7617,172600.0,<1H OCEAN,267.6389528269814
19231,14.0,2096.0,420.0,926.0,397.0,4.0647,187800.0,<1H OCEAN,266.32751313034845
19232,21.0,2066.0,393.0,919.0,395.0,3.267,176200.0,<1H OCEAN,268.200219562878
19233,20.0,2806.0,477.0,1369.0,460.0,4.75,190500.0,<1H OCEAN,267.6389528269814
19234,18.0,3364.0,501.0,1442.0,506.0,6.6854,313000.0,<1H OCEAN,272.14483391117125
19235,19.0,3244.0,449.0,1174.0,454.0,5.8369,255700.0,<1H OCEAN,266.70047586894293
19236,24.0,2268.0,330.0,847.0,296.0,3.858,214400.0,<1H OCEAN,266.8870105854477
19237,17.0,1528.0,264.0,606.0,251.0,6.6004,341500.0,<1H OCEAN,263.71045925151253
19238,24.0,2409.0,464.0,1006.0,403.0,4.5167,265200.0,<1H OCEAN,268.68347903944556
19239,19.0,2107.0,332.0,874.0,341.0,5.7819,265600.0,<1H OCEAN,267.0947232424147
19240,17.0,1090.0,164.0,473.0,163.0,5.5061,231800.0,<1H OCEAN,267.44995863242235
19241,6.0,6719.0,1016.0,2699.0,997.0,5.4886,254200.0,<1H OCEAN,278.33603681546265
19242,23.0,2511.0,549.0,1052.0,527.0,2.4922,192000.0,<1H OCEAN,279.46209973953137
19243,18.0,4839.0,918.0,2755.0,841.0,3.75,248300.0,<1H OCEAN,279.1118363887726
19244,6.0,2073.0,388.0,826.0,375.0,3.055,224100.0,<1H OCEAN,277.9574302194105
19245,16.0,4196.0,638.0,1713.0,615.0,5.449,252100.0,<1H OCEAN,276.0896432836226
19246,14.0,4042.0,1298.0,2323.0,1158.0,2.0651,135400.0,<1H OCEAN,272.37731710831355
19247,16.0,1834.0,391.0,994.0,390.0,3.7266,156500.0,<1H OCEAN,272.92359219654384
19248,16.0,1426.0,287.0,525.0,260.0,3.0714,161700.0,<1H OCEAN,273.68147218083357
19249,9.0,2268.0,594.0,1311.0,585.0,2.6607,91500.0,<1H OCEAN,273.1368170891649
19250,12.0,4174.0,670.0,1882.0,647.0,4.551,178300.0,<1H OCEAN,274.2295521801022
19251,4.0,6487.0,1112.0,2958.0,1131.0,4.5417,197400.0,<1H OCEAN,274.98653093603104
19252,7.0,6837.0,,3468.0,1405.0,3.1662,191000.0,<1H OCEAN,278.021545714657
19253,28.0,3580.0,611.0,1634.0,567.0,4.745,248600.0,<1H OCEAN,278.4728013549144
19254,13.0,4323.0,1020.0,2566.0,728.0,3.0147,142800.0,<1H OCEAN,273.8970245604522
19255,16.0,2653.0,606.0,1693.0,586.0,2.6384,146900.0,<1H OCEAN,273.8970245604522
19256,14.0,4742.0,756.0,2149.0,732.0,4.5152,199200.0,<1H OCEAN,274.65793363887525
19257,14.0,4794.0,767.0,2252.0,768.0,4.2061,213100.0,<1H OCEAN,274.65793363887525
19258,14.0,2324.0,754.0,1026.0,677.0,1.722,150000.0,<1H OCEAN,272.37731710831355
19259,17.0,3064.0,588.0,1704.0,590.0,3.9329,170900.0,<1H OCEAN,272.5956074343195
19260,25.0,2696.0,496.0,1296.0,514.0,4.0798,179200.0,<1H OCEAN,272.5956074343195
19261,23.0,2819.0,612.0,1644.0,546.0,2.6576,147900.0,<1H OCEAN,272.05786377856504
19262,20.0,2919.0,508.0,1711.0,500.0,3.875,140300.0,<1H OCEAN,271.2951334270222
19263,48.0,707.0,166.0,458.0,172.0,3.1797,140400.0,<1H OCEAN,270.5331019784749
19264,35.0,1120.0,297.0,659.0,274.0,2.3824,145000.0,<1H OCEAN,271.2951334270222
19265,28.0,1073.0,241.0,652.0,238.0,2.4,146200.0,<1H OCEAN,271.2951334270222
19266,52.0,188.0,62.0,301.0,72.0,0.9437,129200.0,<1H OCEAN,270.5331019784749
19267,17.0,2287.0,497.0,1240.0,493.0,3.5845,164300.0,<1H OCEAN,272.05786377856504
19268,11.0,4670.0,1007.0,2430.0,962.0,3.0341,142300.0,<1H OCEAN,271.5236067147102
19269,15.0,3265.0,690.0,1629.0,629.0,3.7132,167600.0,<1H OCEAN,270.7592662672681
19270,8.0,5823.0,1104.0,2864.0,1041.0,3.6292,183600.0,<1H OCEAN,274.11993606065903
19271,23.0,1551.0,236.0,555.0,243.0,4.6792,304700.0,<1H OCEAN,278.18417510447057
19272,11.0,2895.0,524.0,1633.0,534.0,4.7283,170200.0,<1H OCEAN,273.585397768631
19273,14.0,4376.0,797.0,1809.0,746.0,3.8244,180000.0,<1H OCEAN,273.585397768631
19274,14.0,4143.0,656.0,1569.0,629.0,3.9766,345300.0,<1H OCEAN,275.1156577027839
19275,9.0,4967.0,885.0,2581.0,915.0,5.038,185600.0,<1H OCEAN,274.832654268107
19276,42.0,2050.0,434.0,1073.0,416.0,2.375,141000.0,<1H OCEAN,270.99285686413174
19277,29.0,2677.0,691.0,1880.0,664.0,2.1864,143200.0,<1H OCEAN,270.7592662672681
19278,31.0,2020.0,476.0,1408.0,437.0,2.5735,131100.0,<1H OCEAN,269.9956173997653
19279,26.0,1168.0,253.0,937.0,248.0,1.9458,146000.0,<1H OCEAN,269.46164715883907
19280,26.0,3604.0,734.0,2605.0,704.0,3.0969,143800.0,<1H OCEAN,269.46164715883907
19281,26.0,1446.0,296.0,884.0,295.0,4.3523,150000.0,<1H OCEAN,270.22690990157463
19282,30.0,2099.0,406.0,1156.0,401.0,2.8036,152300.0,<1H OCEAN,269.46164715883907
19283,30.0,3689.0,746.0,2250.0,697.0,2.975,157300.0,<1H OCEAN,269.1728127364145
19284,40.0,1389.0,309.0,841.0,288.0,3.1094,183300.0,<1H OCEAN,267.6185184468951
19285,36.0,1599.0,345.0,1086.0,314.0,2.6667,149100.0,<1H OCEAN,272.28863290936016
19286,43.0,1351.0,277.0,1011.0,297.0,2.5917,144000.0,<1H OCEAN,273.5424879288566
19287,35.0,2611.0,475.0,1293.0,463.0,2.75,197500.0,<1H OCEAN,271.73800307324973
19288,17.0,3150.0,588.0,1857.0,610.0,3.9688,165000.0,<1H OCEAN,271.2338556970961
19289,32.0,701.0,182.0,489.0,168.0,2.785,169300.0,<1H OCEAN,276.62972041669826
19290,29.0,2756.0,551.0,1381.0,531.0,2.9625,237300.0,<1H OCEAN,278.68871306185645
19291,38.0,1166.0,223.0,584.0,225.0,3.6667,244400.0,<1H OCEAN,280.2355392545774
19292,19.0,2191.0,391.0,1065.0,404.0,4.125,204600.0,<1H OCEAN,278.17712082640145
19293,37.0,2217.0,451.0,1019.0,428.0,3.1217,178500.0,<1H OCEAN,276.89349873000214
19294,15.0,3080.0,617.0,1446.0,599.0,3.6696,194400.0,<1H OCEAN,277.6690366885484
19295,21.0,795.0,163.0,414.0,162.0,3.7991,175000.0,<1H OCEAN,271.494480462509
19296,40.0,2406.0,423.0,1054.0,426.0,3.8846,215900.0,<1H OCEAN,276.11857563103416
19297,26.0,1634.0,315.0,909.0,317.0,4.1731,257200.0,<1H OCEAN,273.04923994759935
19298,26.0,2273.0,474.0,1124.0,420.0,2.9453,166700.0,<1H OCEAN,274.05990561570246
19299,16.0,1688.0,292.0,793.0,280.0,4.4357,216900.0,<1H OCEAN,277.16447994089424
19300,19.0,1765.0,394.0,868.0,388.0,2.462,260300.0,<1H OCEAN,276.38741948672737
19301,22.0,1288.0,243.0,593.0,220.0,3.625,233700.0,<1H OCEAN,275.6109668318774
19302,32.0,1437.0,257.0,752.0,245.0,4.7422,240900.0,<1H OCEAN,275.6109668318774
19303,27.0,2565.0,479.0,1227.0,467.0,4.5132,259900.0,<1H OCEAN,275.10691359234096
19304,30.0,2260.0,374.0,958.0,359.0,5.0323,222400.0,<1H OCEAN,268.93358048373665
19305,34.0,1138.0,205.0,541.0,180.0,4.5147,271400.0,<1H OCEAN,279.49925729725635
19306,32.0,2054.0,324.0,843.0,306.0,4.5875,290700.0,<1H OCEAN,268.72165266815466
19307,25.0,3067.0,569.0,1602.0,550.0,3.9917,244100.0,<1H OCEAN,272.64066613411757
19308,20.0,3404.0,628.0,1641.0,585.0,5.0574,276200.0,<1H OCEAN,277.83932055752183
19309,18.0,2399.0,389.0,1131.0,391.0,5.2769,293900.0,<1H OCEAN,273.3291293864777
19310,16.0,1762.0,293.0,810.0,297.0,4.4437,305000.0,<1H OCEAN,276.9467063578137
19311,16.0,2017.0,369.0,931.0,336.0,5.7664,267500.0,<1H OCEAN,280.56519761553153
19312,31.0,1534.0,292.0,716.0,288.0,3.4471,209500.0,<1H OCEAN,281.263064457612
19313,28.0,2388.0,437.0,1015.0,381.0,5.1512,268300.0,<1H OCEAN,282.5603664133022
19314,36.0,1987.0,387.0,1065.0,347.0,4.0446,172200.0,<1H OCEAN,281.52039245536827
19315,19.0,1968.0,350.0,852.0,308.0,4.6705,269800.0,<1H OCEAN,284.61777936353093
19316,22.0,2900.0,538.0,1445.0,515.0,4.511,296800.0,<1H OCEAN,281.55577109664233
19317,30.0,3977.0,930.0,1387.0,582.0,2.6161,132500.0,NEAR OCEAN,297.7337580694897
19318,52.0,2154.0,499.0,524.0,259.0,2.0556,120000.0,NEAR OCEAN,294.66989888827135
19319,29.0,4450.0,939.0,1328.0,590.0,3.1,162100.0,<1H OCEAN,290.55865603710635
19320,37.0,1179.0,282.0,354.0,176.0,1.3712,118300.0,NEAR OCEAN,294.90298389940887
19321,35.0,2157.0,487.0,768.0,322.0,3.2315,136900.0,<1H OCEAN,298.77872561380775
19322,33.0,1565.0,390.0,759.0,311.0,2.6726,153100.0,NEAR OCEAN,295.67385190071377
19323,44.0,3234.0,746.0,1112.0,470.0,1.9265,132700.0,<1H OCEAN,292.8465002792617
19324,48.0,3939.0,860.0,1257.0,571.0,2.1165,98700.0,<1H OCEAN,294.4240534758454
19325,49.0,1141.0,239.0,505.0,184.0,3.7143,148800.0,<1H OCEAN,292.13377948918634
19326,46.0,2280.0,492.0,807.0,366.0,2.6316,117000.0,<1H OCEAN,290.5428363840509
19327,37.0,2469.0,519.0,1137.0,474.0,3.6343,146500.0,<1H OCEAN,287.71657540311674
19328,27.0,3894.0,776.0,1832.0,715.0,3.5085,187800.0,<1H OCEAN,284.1244672894265
19329,25.0,1563.0,314.0,737.0,305.0,2.5687,249200.0,<1H OCEAN,283.8415057594219
19330,22.0,3328.0,550.0,1309.0,512.0,4.7105,266200.0,<1H OCEAN,281.5367458862181
19331,37.0,3169.0,719.0,777.0,344.0,2.7072,117100.0,<1H OCEAN,290.0191046357644
19332,18.0,2021.0,,912.0,329.0,4.5,251900.0,<1H OCEAN,286.15193872214934
19333,4.0,7042.0,1100.0,2936.0,1043.0,5.0555,240800.0,<1H OCEAN,278.41525164843
19334,8.0,6190.0,1088.0,2967.0,1000.0,3.8616,195100.0,<1H OCEAN,284.1460997808778
19335,13.0,4808.0,848.0,2568.0,762.0,3.6583,183200.0,<1H OCEAN,284.75100686920484
19336,9.0,3659.0,652.0,1889.0,632.0,4.2716,250800.0,<1H OCEAN,280.0205219849016
19337,12.0,2289.0,611.0,919.0,540.0,1.1553,139300.0,<1H OCEAN,282.835093685172
19338,27.0,1823.0,360.0,907.0,317.0,3.276,172900.0,<1H OCEAN,283.03215887073065
19339,5.0,3986.0,737.0,1887.0,687.0,3.7768,213800.0,<1H OCEAN,281.33245787676026
19340,23.0,2676.0,521.0,1456.0,500.0,3.7361,173700.0,<1H OCEAN,291.28275172798476
19341,52.0,1514.0,348.0,767.0,354.0,2.1903,160000.0,<1H OCEAN,291.8557576455047
19342,52.0,1753.0,380.0,982.0,380.0,3.4013,183300.0,<1H OCEAN,290.5377498116614
19343,35.0,2597.0,522.0,1231.0,499.0,2.7432,174000.0,<1H OCEAN,291.112324899411
19344,18.0,2721.0,557.0,1667.0,539.0,3.1875,176100.0,<1H OCEAN,291.8557576455047
19345,29.0,2176.0,385.0,1117.0,374.0,3.8681,188600.0,<1H OCEAN,289.31724098953623
19346,17.0,5199.0,1023.0,2036.0,890.0,3.2452,168800.0,<1H OCEAN,286.5880844534267
19347,41.0,2720.0,501.0,987.0,364.0,4.0294,201700.0,<1H OCEAN,287.56518312812744
19348,16.0,4418.0,704.0,1908.0,697.0,4.5913,244600.0,<1H OCEAN,290.36963672559455
19349,33.0,914.0,147.0,394.0,132.0,4.6875,246200.0,<1H OCEAN,305.1430740001317
19350,33.0,1530.0,266.0,728.0,250.0,5.1005,266700.0,<1H OCEAN,294.30044796543496
19351,26.0,4050.0,712.0,2072.0,636.0,4.0781,287800.0,<1H OCEAN,298.213803450208
19352,37.0,1548.0,328.0,863.0,287.0,2.9792,151300.0,<1H OCEAN,304.1967374250141
19353,32.0,4073.0,718.0,2053.0,629.0,3.7352,228000.0,<1H OCEAN,295.35832077058603
19354,18.0,2856.0,513.0,1027.0,405.0,4.6953,241700.0,<1H OCEAN,299.37441144654895
19355,43.0,1384.0,284.0,582.0,224.0,3.9063,210000.0,<1H OCEAN,281.75593039837537
19356,16.0,4047.0,769.0,1998.0,673.0,3.375,171900.0,<1H OCEAN,313.63204159663746
19357,35.0,956.0,213.0,488.0,215.0,3.025,140600.0,<1H OCEAN,314.11146758682025
19358,45.0,1717.0,389.0,916.0,367.0,3.2425,138800.0,<1H OCEAN,314.11146758682025
19359,21.0,360.0,96.0,131.0,74.0,3.5156,133300.0,<1H OCEAN,312.77869101289275
19360,32.0,2697.0,529.0,1417.0,535.0,3.2546,134100.0,<1H OCEAN,312.1742161459466
19361,20.0,3109.0,712.0,1643.0,638.0,2.8344,164400.0,<1H OCEAN,318.7577259953875
19362,9.0,5409.0,1019.0,594.0,327.0,3.3125,295400.0,NEAR OCEAN,343.19470715233945
19363,38.0,1460.0,311.0,569.0,176.0,2.7171,131300.0,NEAR OCEAN,324.0982967186788
19364,27.0,3658.0,764.0,1278.0,518.0,3.3536,157500.0,NEAR OCEAN,316.5499098312801
19365,28.0,3297.0,676.0,923.0,373.0,3.9167,232600.0,NEAR OCEAN,295.517146615419
19366,50.0,2530.0,524.0,940.0,361.0,2.9375,122900.0,<1H OCEAN,288.00567997185067
19367,31.0,855.0,217.0,280.0,139.0,2.3611,112500.0,NEAR OCEAN,298.56459888656553
19368,18.0,2562.0,500.0,1128.0,414.0,3.9336,262500.0,<1H OCEAN,283.69688974858946
19369,16.0,1496.0,298.0,778.0,284.0,3.8589,268800.0,NEAR OCEAN,289.8358300552602
19370,8.0,3223.0,637.0,851.0,418.0,5.6445,364800.0,NEAR OCEAN,286.86287462313265
19371,27.0,471.0,84.0,195.0,72.0,3.3333,208300.0,INLAND,103.78519708069513
19372,17.0,4227.0,729.0,1809.0,679.0,3.2667,269500.0,INLAND,92.72220807198629
19373,27.0,4213.0,750.0,2142.0,746.0,3.7031,173300.0,INLAND,99.08469500131233
19374,20.0,570.0,112.0,304.0,108.0,2.2024,156300.0,INLAND,95.57629265505366
19375,27.0,508.0,93.0,263.0,81.0,3.1136,183300.0,INLAND,90.7534652884504
19376,14.0,3531.0,508.0,1505.0,497.0,5.5228,275300.0,INLAND,88.14389979175263
19377,16.0,1343.0,241.0,732.0,195.0,3.5833,187500.0,INLAND,83.95740737097705
19378,46.0,431.0,86.0,239.0,80.0,3.3182,282100.0,INLAND,82.60396700967843
19379,9.0,4838.0,920.0,2460.0,923.0,3.5959,142700.0,INLAND,94.20956434865073
19380,52.0,436.0,81.0,197.0,68.0,1.8625,85400.0,INLAND,92.8576175370593
19381,45.0,621.0,129.0,257.0,124.0,1.7188,109400.0,INLAND,93.53187367723338
19382,38.0,1545.0,279.0,662.0,266.0,3.825,96400.0,INLAND,93.53187367723338
19383,28.0,1208.0,232.0,535.0,232.0,2.3523,94700.0,INLAND,93.53187367723338
19384,16.0,1174.0,249.0,601.0,242.0,1.7143,113300.0,INLAND,93.50799447776151
19385,20.0,651.0,157.0,421.0,151.0,2.0833,77300.0,INLAND,92.8576175370593
19386,37.0,1738.0,403.0,936.0,366.0,2.4717,77100.0,INLAND,92.8576175370593
19387,32.0,964.0,198.0,623.0,201.0,3.0917,88900.0,INLAND,92.82508968350785
19388,16.0,2022.0,413.0,1126.0,408.0,2.5655,116400.0,INLAND,93.50799447776151
19389,26.0,28.0,4.0,9.0,5.0,1.625,85000.0,INLAND,91.44149936133063
19390,15.0,3553.0,659.0,1684.0,611.0,3.3169,131200.0,INLAND,93.57745956694399
19391,25.0,421.0,,303.0,106.0,2.2679,71300.0,INLAND,93.57745956694399
